interaction_id,user_id,med_id,rating,timestamp
INT01214,U0034,M023,5.0,2024-12-11
INT01215,U0025,M011,2.7,2024-02-21
INT01216,U0129,M026,4.5,2024-03-17
INT01217,U0007,M019,4.1,2024-01-20
INT01218,U0075,M006,2.9,2024-03-18
INT01219,U0175,M015,4.8,2024-04-28
INT01220,U0056,M026,4.3,2024-12-14
INT01221,U0168,M005,3.9,2024-09-13
INT01222,U0133,M024,3.3,2024-11-07
INT01223,U0167,M017,4.5,2024-03-08
INT01224,U0087,M010,3.5,2024-07-03
INT01225,U0160,M028,4.0,2024-12-30
INT01226,U0199,M022,3.7,2024-07-17
INT01227,U0062,M007,4.9,2024-03-19
INT01228,U0146,M021,3.8,2024-09-11
INT01229,U0025,M026,5.0,2024-06-07
INT01230,U0141,M028,3.9,2024-02-14
INT01231,U0128,M004,3.3,2024-05-31
INT01232,U0042,M003,3.9,2024-05-23
INT01233,U0148,M012,3.6,2024-12-29
INT01234,U0198,M015,4.0,2024-05-12
INT01235,U0122,M009,3.9,2024-03-12
INT01236,U0032,M019,2.9,2024-09-06
INT01237,U0011,M012,4.3,2024-11-13
INT01238,U0175,M005,3.2,2024-08-13
INT01239,U0094,M017,4.9,2024-07-10
INT01240,U0022,M022,2.2,2024-07-30
INT01241,U0130,M015,3.7,2024-12-15
INT01242,U0011,M020,5.0,2024-11-25
INT01243,U0015,M024,4.1,2024-10-14
INT01244,U0003,M005,2.6,2024-02-23
INT01245,U0075,M013,4.2,2024-02-07
INT01246,U0058,M013,4.5,2024-08-24
INT01247,U0172,M003,3.3,2024-09-30
INT01248,U0120,M004,4.5,2024-02-13
INT01249,U0047,M024,5.0,2024-07-22
INT01250,U0197,M014,5.0,2024-04-12
INT01251,U0103,M011,4.5,2024-11-05
INT01252,U0125,M007,4.1,2024-12-25
INT01253,U0190,M016,4.5,2024-10-06
INT01254,U0040,M016,4.4,2024-03-15
INT01255,U0164,M007,3.7,2024-11-03
INT01256,U0199,M013,4.0,2024-02-01
INT01257,U0093,M026,3.0,2024-01-28
INT01258,U0055,M028,4.2,2024-01-12
INT01259,U0195,M022,3.3,2024-03-31
INT01260,U0022,M005,4.1,2024-02-05
INT01261,U0071,M013,5.0,2024-08-19
INT01262,U0108,M017,4.6,2024-04-19
INT01263,U0172,M029,3.7,2024-02-17
INT01264,U0110,M011,5.0,2024-06-01
INT01265,U0043,M007,3.3,2024-08-31
INT01266,U0138,M023,4.5,2024-03-23
INT01267,U0179,M014,3.0,2024-07-18
INT01268,U0003,M018,4.8,2024-11-01
INT01269,U0051,M003,3.6,2024-03-15
INT01270,U0083,M022,2.8,2024-06-11
INT01271,U0004,M005,5.0,2024-09-12
INT01272,U0082,M004,2.7,2024-12-11
INT01273,U0105,M009,3.7,2024-08-18
INT01274,U0033,M021,3.8,2024-08-18
INT01275,U0164,M019,4.3,2024-04-06
INT01276,U0108,M023,4.1,2024-10-06
INT01277,U0199,M006,3.4,2024-04-17
INT01278,U0049,M022,3.5,2024-10-22
INT01279,U0004,M012,3.9,2024-06-06
INT01280,U0129,M027,3.7,2024-03-04
INT01281,U0180,M016,3.3,2024-07-29
INT01282,U0091,M012,3.1,2024-10-04
INT01283,U0110,M017,4.5,2024-03-31
INT01284,U0118,M014,3.7,2024-07-10
INT01285,U0046,M018,3.0,2024-07-14
INT01286,U0073,M028,3.2,2024-12-03
INT01287,U0177,M022,3.2,2024-11-13
INT01288,U0026,M003,4.0,2024-02-23
INT01289,U0023,M021,5.0,2024-02-23
INT01290,U0128,M024,4.0,2024-11-15
INT01291,U0140,M004,3.2,2024-01-17
INT01292,U0171,M010,3.1,2024-08-03
INT01293,U0055,M008,4.0,2024-02-28
INT01294,U0051,M028,2.8,2024-08-28
INT01295,U0032,M012,5.0,2024-07-30
INT01296,U0166,M023,3.4,2024-07-21
INT01297,U0002,M012,4.0,2024-05-17
INT01298,U0169,M009,2.9,2024-06-06
INT01299,U0107,M022,3.9,2024-07-31
INT01300,U0009,M001,5.0,2024-01-14
INT01301,U0040,M026,2.8,2024-11-03
INT01302,U0082,M011,4.8,2024-03-28
INT01303,U0147,M014,3.9,2024-04-08
INT01304,U0158,M021,5.0,2024-07-20
INT01305,U0014,M026,4.6,2024-11-21
INT01306,U0100,M024,3.4,2024-03-29
INT01307,U0104,M029,3.6,2024-04-28
INT01308,U0026,M023,4.2,2024-03-05
INT01309,U0130,M004,2.9,2024-11-17
INT01310,U0067,M027,2.8,2024-10-10
INT01311,U0041,M011,3.9,2024-08-11
INT01312,U0003,M021,4.1,2024-10-30
INT01313,U0040,M001,3.1,2024-02-10
INT01314,U0147,M013,3.1,2024-01-13
INT01315,U0191,M024,4.4,2024-11-19
INT01316,U0200,M012,4.4,2024-04-05
INT01317,U0062,M021,4.3,2024-10-01
INT01318,U0063,M024,3.4,2024-07-12
INT01319,U0198,M009,3.5,2024-03-14
INT01320,U0161,M001,3.3,2024-11-22
INT01321,U0149,M028,4.5,2024-11-01
INT01322,U0032,M004,4.3,2024-03-13
INT01323,U0073,M009,4.1,2024-09-10
INT01324,U0093,M030,3.6,2024-04-16
INT01325,U0101,M004,3.6,2024-02-07
INT01326,U0125,M021,3.8,2024-02-09
INT01327,U0054,M022,2.3,2024-11-20
INT01328,U0116,M026,4.6,2024-03-23
INT01329,U0047,M010,4.3,2024-10-17
INT01330,U0162,M020,3.8,2024-01-17
INT01331,U0031,M011,4.7,2024-11-10
INT01332,U0154,M018,3.8,2024-01-03
INT01333,U0041,M017,3.7,2024-04-08
INT01334,U0156,M001,2.0,2024-10-01
INT01335,U0006,M017,3.3,2024-07-05
INT01336,U0030,M029,3.8,2024-04-21
INT01337,U0008,M011,4.0,2024-12-20
INT01338,U0033,M009,4.1,2024-05-20
INT01339,U0124,M007,4.5,2024-10-09
INT01340,U0167,M010,3.6,2024-08-27
INT01341,U0191,M026,2.8,2024-07-23
INT01342,U0050,M009,3.8,2024-03-29
INT01343,U0051,M022,4.5,2024-07-20
INT01344,U0027,M019,2.8,2024-10-27
INT01345,U0080,M006,4.3,2024-09-06
INT01346,U0111,M029,1.9,2024-08-16
INT01347,U0109,M020,3.8,2024-11-14
INT01348,U0028,M020,2.3,2024-07-15
INT01349,U0110,M007,3.1,2024-11-19
INT01350,U0017,M015,3.5,2024-03-26
INT01351,U0009,M017,3.8,2024-11-05
INT01352,U0166,M017,4.6,2024-06-29
INT01353,U0102,M001,4.9,2024-08-07
INT01354,U0048,M012,4.8,2024-05-05
INT01355,U0019,M007,3.4,2024-06-09
INT01356,U0032,M001,3.2,2024-06-12
INT01357,U0177,M001,3.7,2024-10-17
INT01358,U0083,M029,3.3,2024-04-29
INT01359,U0144,M003,3.0,2024-09-26
INT01360,U0056,M004,4.5,2024-10-14
INT01361,U0072,M023,2.5,2024-12-09
INT01362,U0020,M019,2.8,2024-11-26
INT01363,U0108,M022,3.8,2024-06-12
INT01364,U0051,M007,3.1,2024-01-26
INT01365,U0127,M016,4.4,2024-03-02
INT01366,U0032,M015,4.0,2024-03-28
INT01367,U0154,M011,3.3,2024-01-11
INT01368,U0073,M001,3.5,2024-11-25
INT01369,U0148,M001,4.4,2024-07-25
INT01370,U0010,M029,3.5,2024-09-30
INT01371,U0136,M002,3.7,2024-08-28
INT01372,U0025,M027,3.9,2024-07-31
INT01373,U0186,M010,3.6,2024-07-23
INT01374,U0021,M018,5.0,2024-06-09
INT01375,U0127,M020,4.4,2024-08-20
INT01376,U0127,M028,4.0,2024-11-24
INT01377,U0032,M027,3.0,2024-01-15
INT01378,U0058,M002,4.6,2024-01-06
INT01379,U0036,M004,5.0,2024-08-11
INT01380,U0058,M006,3.7,2024-02-15
INT01381,U0049,M024,4.4,2024-10-02
INT01382,U0002,M030,3.4,2024-12-18
INT01383,U0014,M009,4.0,2024-01-25
INT01384,U0078,M003,3.6,2024-05-15
INT01385,U0085,M023,2.7,2024-05-18
INT01386,U0179,M006,2.8,2024-03-11
INT01387,U0150,M015,4.3,2024-03-16
INT01388,U0193,M019,4.3,2024-07-30
INT01389,U0164,M015,3.3,2024-05-03
INT01390,U0148,M016,3.0,2024-12-04
INT01391,U0126,M009,3.2,2024-04-25
INT01392,U0024,M009,5.0,2024-05-31
INT01393,U0183,M003,2.9,2024-05-04
INT01394,U0169,M021,5.0,2024-04-15
INT01395,U0178,M003,4.6,2024-04-18
INT01396,U0004,M022,4.2,2024-04-20
INT01397,U0120,M027,3.1,2024-06-23
INT01398,U0054,M027,4.4,2024-10-29
INT01399,U0195,M017,3.1,2024-06-08
INT01400,U0182,M015,3.7,2024-12-01
INT01401,U0040,M028,2.0,2024-04-22
INT01402,U0094,M013,3.7,2024-08-19
INT01403,U0159,M017,4.0,2024-02-05
INT01404,U0072,M014,4.6,2024-03-25
INT01405,U0176,M010,4.8,2024-02-22
INT01406,U0038,M015,3.5,2024-02-24
INT01407,U0191,M004,3.9,2024-04-05
INT01408,U0069,M001,5.0,2024-08-31
INT01409,U0170,M017,3.2,2024-10-08
INT01410,U0022,M012,4.0,2024-08-08
INT01411,U0055,M005,3.1,2024-06-19
INT01412,U0014,M015,4.3,2024-05-19
INT01413,U0095,M004,4.5,2024-08-04
INT01414,U0050,M010,4.0,2024-04-06
INT01415,U0104,M006,3.0,2024-09-09
INT01416,U0133,M014,3.3,2024-02-25
INT01417,U0175,M002,2.6,2024-04-22
INT01418,U0030,M002,2.2,2024-01-19
INT01419,U0148,M009,3.9,2024-05-21
INT01420,U0058,M029,4.8,2024-11-13
INT01421,U0180,M023,3.1,2024-04-22
INT01422,U0188,M027,4.3,2024-12-20
INT01423,U0069,M016,4.2,2024-06-26
INT01424,U0164,M010,5.0,2024-12-27
INT01425,U0153,M010,3.8,2024-09-14
INT01426,U0180,M020,3.4,2024-09-01
INT01427,U0190,M010,4.5,2024-03-28
INT01428,U0081,M022,2.8,2024-02-05
INT01429,U0043,M006,3.4,2024-01-07
INT01430,U0171,M016,4.6,2024-08-07
INT01431,U0086,M001,4.1,2024-02-09
INT01432,U0044,M022,4.4,2024-01-05
INT01433,U0153,M012,4.8,2024-09-07
INT01434,U0064,M016,3.6,2024-02-26
INT01435,U0012,M027,5.0,2024-05-28
INT01436,U0059,M017,3.9,2024-09-14
INT01437,U0043,M025,4.0,2024-06-04
INT01438,U0189,M011,4.1,2024-08-19
INT01439,U0126,M024,3.2,2024-12-05
INT01440,U0125,M009,4.6,2024-07-05
INT01441,U0118,M001,4.1,2024-06-19
INT01442,U0133,M025,3.2,2024-12-05
INT01443,U0153,M016,4.7,2024-11-23
INT01444,U0006,M005,4.6,2024-07-29
INT01445,U0057,M022,4.6,2024-01-16
INT01446,U0063,M019,3.8,2024-12-22
INT01447,U0111,M012,3.9,2024-07-12
INT01448,U0164,M004,4.1,2024-05-20
INT01449,U0161,M022,2.1,2024-09-26
INT01450,U0045,M009,3.3,2024-12-13
INT01451,U0090,M029,3.3,2024-05-21
INT01452,U0080,M007,4.7,2024-01-22
INT01453,U0149,M017,3.3,2024-03-03
INT01454,U0111,M026,2.4,2024-08-20
INT01455,U0146,M026,4.0,2024-01-05
INT01456,U0128,M030,3.2,2024-12-16
INT01457,U0038,M015,3.4,2024-05-28
INT01458,U0160,M018,2.9,2024-12-06
INT01459,U0042,M010,3.5,2024-05-30
INT01460,U0004,M015,3.8,2024-01-21
INT01461,U0056,M010,4.0,2024-09-07
INT01462,U0079,M001,3.4,2024-08-08
INT01463,U0091,M022,3.9,2024-03-11
INT01464,U0090,M029,3.6,2024-05-25
INT01465,U0129,M022,4.8,2024-02-14
INT01466,U0183,M009,3.5,2024-03-14
INT01467,U0188,M007,2.2,2024-05-28
INT01468,U0057,M002,4.5,2024-08-30
INT01469,U0091,M008,4.2,2024-08-04
INT01470,U0103,M029,2.7,2024-02-20
INT01471,U0067,M030,3.6,2024-10-15
INT01472,U0112,M022,4.5,2024-06-14
INT01473,U0149,M005,3.6,2024-03-10
INT01474,U0107,M018,3.3,2024-04-12
INT01475,U0078,M010,4.7,2024-11-17
INT01476,U0119,M018,4.3,2024-04-03
INT01477,U0097,M026,4.4,2024-03-11
INT01478,U0135,M015,3.2,2024-12-21
INT01479,U0081,M017,5.0,2024-08-27
INT01480,U0091,M014,3.3,2024-08-26
INT01481,U0108,M014,2.1,2024-01-14
INT01482,U0197,M014,4.2,2024-02-15
INT01483,U0194,M005,3.3,2024-05-04
INT01484,U0149,M017,3.4,2024-07-10
INT01485,U0033,M020,2.8,2024-05-30
INT01486,U0014,M025,3.5,2024-07-20
INT01487,U0033,M013,3.4,2024-09-22
INT01488,U0118,M027,3.0,2024-01-28
INT01489,U0022,M002,3.5,2024-02-24
INT01490,U0086,M020,5.0,2024-02-19
INT01491,U0075,M019,3.1,2024-02-01
INT01492,U0032,M024,3.9,2024-10-26
INT01493,U0173,M017,3.8,2024-04-14
INT01494,U0133,M005,3.5,2024-10-14
INT01495,U0190,M016,4.9,2024-11-23
INT01496,U0040,M010,5.0,2024-11-17
INT01497,U0080,M024,3.9,2024-09-05
INT01498,U0160,M023,3.8,2024-04-12
INT01499,U0030,M003,4.9,2024-03-02
INT01500,U0134,M004,3.8,2024-05-06
