log_id,user_id,action,reference_id,timestamp
L01012,U0122,view_medicine,M029,2024-03-30 00:00:00
L01013,U0186,search_disease,D002,2024-04-30 14:00:00
L01014,U0006,rate_medicine,M009,2024-12-25 18:00:00
L01015,U0017,logout,,2024-12-20 04:00:00
L01016,U0017,view_profile,,2024-07-22 21:00:00
L01017,U0008,login,,2024-01-20 15:00:00
L01018,U0120,login,,2024-07-30 05:00:00
L01019,U0012,view_medicine,M019,2024-12-02 02:00:00
L01020,U0073,rate_medicine,M023,2024-09-02 06:00:00
L01021,U0172,rate_medicine,M001,2024-05-19 06:00:00
L01022,U0177,view_profile,,2024-08-17 00:00:00
L01023,U0145,view_medicine,M028,2024-08-10 17:00:00
L01024,U0060,logout,,2024-01-25 09:00:00
L01025,U0023,download_report,,2024-11-02 11:00:00
L01026,U0121,logout,,2024-10-05 05:00:00
L01027,U0169,download_report,,2024-07-09 23:00:00
L01028,U0189,predict_disease,D006,2024-11-23 11:00:00
L01029,U0045,login,,2024-10-24 12:00:00
L01030,U0120,download_report,,2024-06-26 09:00:00
L01031,U0173,predict_disease,D014,2024-09-10 21:00:00
L01032,U0093,login,,2024-08-09 02:00:00
L01033,U0036,rate_medicine,M029,2024-06-19 11:00:00
L01034,U0116,logout,,2024-10-03 21:00:00
L01035,U0011,predict_disease,D015,2024-06-24 16:00:00
L01036,U0088,predict_disease,D010,2024-10-03 20:00:00
L01037,U0147,predict_disease,D014,2024-03-12 06:00:00
L01038,U0021,login,,2024-08-02 03:00:00
L01039,U0027,view_medicine,M017,2024-10-21 00:00:00
L01040,U0141,rate_medicine,M030,2024-12-06 05:00:00
L01041,U0176,view_profile,,2024-12-29 10:00:00
L01042,U0030,logout,,2024-06-15 23:00:00
L01043,U0141,download_report,,2024-07-21 16:00:00
L01044,U0057,login,,2024-10-22 11:00:00
L01045,U0177,login,,2024-02-24 07:00:00
L01046,U0040,logout,,2024-12-21 06:00:00
L01047,U0130,view_medicine,M029,2024-02-25 15:00:00
L01048,U0019,predict_disease,D015,2024-12-21 09:00:00
L01049,U0194,view_profile,,2024-07-26 09:00:00
L01050,U0139,view_profile,,2024-11-22 03:00:00
L01051,U0007,view_profile,,2024-01-09 00:00:00
L01052,U0054,rate_medicine,M004,2024-04-05 21:00:00
L01053,U0065,search_disease,D002,2024-08-19 03:00:00
L01054,U0092,login,,2024-12-04 12:00:00
L01055,U0153,view_medicine,M023,2024-06-02 10:00:00
L01056,U0096,login,,2024-04-16 09:00:00
L01057,U0159,login,,2024-10-28 15:00:00
L01058,U0126,view_medicine,M022,2024-01-17 15:00:00
L01059,U0090,download_report,,2024-01-16 08:00:00
L01060,U0099,logout,,2024-10-02 03:00:00
L01061,U0177,login,,2024-10-27 19:00:00
L01062,U0176,download_report,,2024-09-08 00:00:00
L01063,U0010,login,,2024-09-06 02:00:00
L01064,U0065,logout,,2024-10-05 02:00:00
L01065,U0186,search_disease,D004,2024-11-19 03:00:00
L01066,U0098,logout,,2024-06-21 07:00:00
L01067,U0009,logout,,2024-06-14 09:00:00
L01068,U0056,logout,,2024-11-10 13:00:00
L01069,U0176,search_disease,D001,2024-03-06 18:00:00
L01070,U0130,view_medicine,M030,2024-08-15 02:00:00
L01071,U0071,predict_disease,D008,2024-12-22 18:00:00
L01072,U0138,login,,2024-11-30 23:00:00
L01073,U0150,view_medicine,M009,2024-03-01 22:00:00
L01074,U0045,logout,,2024-08-19 09:00:00
L01075,U0075,predict_disease,D001,2024-11-03 10:00:00
L01076,U0029,login,,2024-12-17 04:00:00
L01077,U0124,search_disease,D004,2024-09-05 07:00:00
L01078,U0199,view_medicine,M013,2024-11-30 05:00:00
L01079,U0012,login,,2024-06-03 05:00:00
L01080,U0088,view_profile,,2024-12-15 18:00:00
L01081,U0059,logout,,2024-12-31 14:00:00
L01082,U0043,search_disease,D002,2024-03-12 04:00:00
L01083,U0128,view_medicine,M015,2024-07-06 22:00:00
L01084,U0006,login,,2024-12-28 16:00:00
L01085,U0163,download_report,,2024-10-05 03:00:00
L01086,U0122,login,,2024-01-18 08:00:00
L01087,U0143,login,,2024-12-25 13:00:00
L01088,U0023,search_disease,D002,2024-05-14 21:00:00
L01089,U0122,download_report,,2024-07-24 16:00:00
L01090,U0036,view_profile,,2024-03-02 00:00:00
L01091,U0147,predict_disease,D002,2024-04-05 21:00:00
L01092,U0115,view_profile,,2024-12-03 17:00:00
L01093,U0143,download_report,,2024-05-14 15:00:00
L01094,U0169,search_disease,D013,2024-04-04 18:00:00
L01095,U0030,login,,2024-10-13 01:00:00
L01096,U0052,view_profile,,2024-03-16 09:00:00
L01097,U0180,predict_disease,D012,2024-07-19 00:00:00
L01098,U0016,download_report,,2024-09-18 00:00:00
L01099,U0171,search_disease,D009,2024-05-16 18:00:00
L01100,U0036,view_medicine,M010,2024-06-12 07:00:00
L01101,U0055,logout,,2024-04-06 21:00:00
L01102,U0123,logout,,2024-09-02 06:00:00
L01103,U0100,search_disease,D003,2024-10-10 20:00:00
L01104,U0171,search_disease,D003,2024-03-06 16:00:00
L01105,U0195,predict_disease,D014,2024-02-04 15:00:00
L01106,U0043,search_disease,D010,2024-05-06 20:00:00
L01107,U0161,login,,2024-07-04 07:00:00
L01108,U0016,rate_medicine,M014,2024-08-09 01:00:00
L01109,U0200,download_report,,2024-07-21 00:00:00
L01110,U0172,view_profile,,2024-07-10 12:00:00
L01111,U0156,logout,,2024-04-25 23:00:00
L01112,U0158,predict_disease,D008,2024-09-17 13:00:00
L01113,U0154,predict_disease,D004,2024-09-23 09:00:00
L01114,U0198,logout,,2024-02-08 13:00:00
L01115,U0017,view_medicine,M014,2024-10-14 02:00:00
L01116,U0165,predict_disease,D013,2024-01-21 11:00:00
L01117,U0072,rate_medicine,M013,2024-08-25 20:00:00
L01118,U0078,download_report,,2024-10-01 19:00:00
L01119,U0079,download_report,,2024-08-28 16:00:00
L01120,U0099,logout,,2024-12-18 18:00:00
L01121,U0087,predict_disease,D008,2024-02-16 22:00:00
L01122,U0088,logout,,2024-09-29 16:00:00
L01123,U0162,search_disease,D005,2024-05-17 08:00:00
L01124,U0132,rate_medicine,M020,2024-04-26 10:00:00
L01125,U0062,download_report,,2024-10-16 06:00:00
L01126,U0079,download_report,,2024-04-08 10:00:00
L01127,U0072,login,,2024-05-15 19:00:00
L01128,U0172,login,,2024-12-03 06:00:00
L01129,U0198,predict_disease,D013,2024-12-18 09:00:00
L01130,U0176,view_profile,,2024-12-17 11:00:00
L01131,U0053,download_report,,2024-08-24 18:00:00
L01132,U0186,predict_disease,D002,2024-05-29 20:00:00
L01133,U0053,view_profile,,2024-11-02 20:00:00
L01134,U0047,download_report,,2024-11-27 15:00:00
L01135,U0063,download_report,,2024-07-19 15:00:00
L01136,U0146,rate_medicine,M030,2024-08-23 17:00:00
L01137,U0038,download_report,,2024-05-10 19:00:00
L01138,U0032,search_disease,D005,2024-07-11 17:00:00
L01139,U0001,login,,2024-02-04 06:00:00
L01140,U0127,rate_medicine,M030,2024-08-20 17:00:00
L01141,U0146,rate_medicine,M017,2024-08-03 06:00:00
L01142,U0110,rate_medicine,M002,2024-11-17 15:00:00
L01143,U0112,search_disease,D008,2024-07-17 10:00:00
L01144,U0047,search_disease,D003,2024-03-03 11:00:00
L01145,U0018,view_medicine,M002,2024-05-22 03:00:00
L01146,U0025,rate_medicine,M005,2024-12-17 13:00:00
L01147,U0011,view_profile,,2024-12-04 18:00:00
L01148,U0029,view_medicine,M001,2024-06-21 19:00:00
L01149,U0111,rate_medicine,M010,2024-05-03 07:00:00
L01150,U0159,view_profile,,2024-11-05 18:00:00
L01151,U0142,rate_medicine,M030,2024-06-30 07:00:00
L01152,U0142,predict_disease,D001,2024-10-26 10:00:00
L01153,U0044,view_profile,,2024-07-15 06:00:00
L01154,U0024,view_medicine,M006,2024-10-19 23:00:00
L01155,U0125,rate_medicine,M026,2024-03-04 03:00:00
L01156,U0105,view_profile,,2024-04-23 07:00:00
L01157,U0157,logout,,2024-03-25 05:00:00
L01158,U0072,view_profile,,2024-02-24 00:00:00
L01159,U0172,view_profile,,2024-06-06 13:00:00
L01160,U0115,login,,2024-04-19 07:00:00
L01161,U0021,search_disease,D014,2024-07-28 22:00:00
L01162,U0114,logout,,2024-03-17 23:00:00
L01163,U0158,login,,2024-07-13 00:00:00
L01164,U0173,rate_medicine,M007,2024-09-08 13:00:00
L01165,U0083,download_report,,2024-01-11 15:00:00
L01166,U0114,login,,2024-11-06 06:00:00
L01167,U0037,download_report,,2024-12-26 02:00:00
L01168,U0044,login,,2024-07-25 06:00:00
L01169,U0081,view_profile,,2024-06-29 12:00:00
L01170,U0184,rate_medicine,M008,2024-05-28 07:00:00
L01171,U0154,login,,2024-08-28 00:00:00
L01172,U0166,view_profile,,2024-12-23 02:00:00
L01173,U0183,logout,,2024-01-12 12:00:00
L01174,U0093,download_report,,2024-07-14 00:00:00
L01175,U0112,logout,,2024-08-16 13:00:00
L01176,U0066,search_disease,D007,2024-06-27 07:00:00
L01177,U0067,rate_medicine,M012,2024-09-02 05:00:00
L01178,U0150,predict_disease,D004,2024-11-26 16:00:00
L01179,U0010,view_profile,,2024-07-14 11:00:00
L01180,U0059,view_medicine,M025,2024-02-16 22:00:00
L01181,U0158,predict_disease,D002,2024-12-22 17:00:00
L01182,U0021,view_medicine,M009,2024-09-25 08:00:00
L01183,U0039,logout,,2024-05-30 04:00:00
L01184,U0072,login,,2024-04-05 07:00:00
L01185,U0080,login,,2024-03-26 16:00:00
L01186,U0024,search_disease,D004,2024-11-13 01:00:00
L01187,U0141,predict_disease,D005,2024-08-28 13:00:00
L01188,U0005,predict_disease,D004,2024-04-10 19:00:00
L01189,U0198,search_disease,D002,2024-02-21 08:00:00
L01190,U0032,predict_disease,D009,2024-08-24 17:00:00
L01191,U0186,download_report,,2024-04-01 04:00:00
L01192,U0003,predict_disease,D004,2024-06-15 05:00:00
L01193,U0006,rate_medicine,M017,2024-09-13 16:00:00
L01194,U0035,view_medicine,M013,2024-03-26 01:00:00
L01195,U0040,logout,,2024-03-08 07:00:00
L01196,U0147,download_report,,2024-05-22 14:00:00
L01197,U0117,view_profile,,2024-03-30 22:00:00
L01198,U0064,search_disease,D012,2024-03-23 20:00:00
L01199,U0097,view_medicine,M003,2024-03-10 00:00:00
L01200,U0136,rate_medicine,M015,2024-09-07 21:00:00
L01201,U0141,login,,2024-10-04 23:00:00
L01202,U0135,login,,2024-08-26 20:00:00
L01203,U0156,download_report,,2024-10-22 22:00:00
L01204,U0193,login,,2024-05-08 16:00:00
L01205,U0043,login,,2024-09-14 15:00:00
L01206,U0010,predict_disease,D013,2024-04-15 02:00:00
L01207,U0077,download_report,,2024-02-29 19:00:00
L01208,U0098,login,,2024-07-11 09:00:00
L01209,U0007,download_report,,2024-06-10 15:00:00
L01210,U0193,view_profile,,2024-01-09 06:00:00
L01211,U0199,login,,2024-11-22 04:00:00
L01212,U0152,logout,,2024-03-12 20:00:00
L01213,U0063,rate_medicine,M013,2024-03-13 00:00:00
L01214,U0113,view_profile,,2024-05-09 15:00:00
L01215,U0120,login,,2024-12-30 14:00:00
L01216,U0053,download_report,,2024-08-25 04:00:00
L01217,U0014,login,,2024-05-05 04:00:00
L01218,U0096,search_disease,D005,2024-01-28 11:00:00
L01219,U0099,logout,,2024-11-30 13:00:00
L01220,U0076,search_disease,D010,2024-06-30 16:00:00
L01221,U0011,logout,,2024-09-02 02:00:00
L01222,U0085,download_report,,2024-04-09 09:00:00
L01223,U0026,predict_disease,D001,2024-03-15 23:00:00
L01224,U0007,rate_medicine,M002,2024-09-17 06:00:00
L01225,U0007,download_report,,2024-08-17 12:00:00
L01226,U0157,download_report,,2024-08-23 11:00:00
L01227,U0073,download_report,,2024-07-07 01:00:00
L01228,U0113,search_disease,D015,2024-09-06 13:00:00
L01229,U0200,view_medicine,M022,2024-10-07 23:00:00
L01230,U0097,search_disease,D003,2024-06-18 21:00:00
L01231,U0188,logout,,2024-11-21 08:00:00
L01232,U0196,predict_disease,D003,2024-04-10 02:00:00
L01233,U0071,login,,2024-07-20 07:00:00
L01234,U0078,view_medicine,M002,2024-01-07 04:00:00
L01235,U0108,view_profile,,2024-10-18 06:00:00
L01236,U0039,login,,2024-08-06 17:00:00
L01237,U0054,rate_medicine,M030,2024-01-01 02:00:00
L01238,U0010,predict_disease,D014,2024-05-15 23:00:00
L01239,U0017,logout,,2024-04-22 14:00:00
L01240,U0173,predict_disease,D015,2024-09-09 03:00:00
L01241,U0118,search_disease,D011,2024-06-24 19:00:00
L01242,U0121,download_report,,2024-05-12 18:00:00
L01243,U0162,download_report,,2024-12-06 10:00:00
L01244,U0175,predict_disease,D011,2024-10-28 16:00:00
L01245,U0153,rate_medicine,M026,2024-05-05 07:00:00
L01246,U0124,view_medicine,M014,2024-05-19 10:00:00
L01247,U0186,rate_medicine,M016,2024-07-26 01:00:00
L01248,U0066,rate_medicine,M026,2024-02-24 04:00:00
L01249,U0057,view_profile,,2024-05-07 14:00:00
L01250,U0026,predict_disease,D015,2024-12-23 17:00:00
L01251,U0106,download_report,,2024-07-23 13:00:00
L01252,U0077,download_report,,2024-02-11 07:00:00
L01253,U0124,predict_disease,D010,2024-12-05 02:00:00
L01254,U0015,download_report,,2024-08-11 12:00:00
L01255,U0040,login,,2024-07-31 15:00:00
L01256,U0095,view_medicine,M011,2024-03-01 09:00:00
L01257,U0125,view_profile,,2024-09-08 12:00:00
L01258,U0104,view_profile,,2024-08-08 07:00:00
L01259,U0157,rate_medicine,M008,2024-03-25 10:00:00
L01260,U0084,predict_disease,D010,2024-10-30 12:00:00
L01261,U0022,search_disease,D002,2024-02-12 23:00:00
L01262,U0139,view_medicine,M005,2024-08-07 15:00:00
L01263,U0179,search_disease,D015,2024-11-27 04:00:00
L01264,U0121,view_medicine,M001,2024-03-31 01:00:00
L01265,U0094,predict_disease,D005,2024-12-13 21:00:00
L01266,U0171,download_report,,2024-10-19 02:00:00
L01267,U0080,view_medicine,M006,2024-06-18 03:00:00
L01268,U0022,view_medicine,M019,2024-01-21 19:00:00
L01269,U0050,view_medicine,M027,2024-03-28 12:00:00
L01270,U0028,logout,,2024-05-16 18:00:00
L01271,U0135,rate_medicine,M020,2024-02-06 19:00:00
L01272,U0017,rate_medicine,M005,2024-08-24 19:00:00
L01273,U0165,rate_medicine,M006,2024-12-24 16:00:00
L01274,U0156,search_disease,D008,2024-04-24 22:00:00
L01275,U0101,rate_medicine,M002,2024-06-22 21:00:00
L01276,U0122,predict_disease,D012,2024-08-19 11:00:00
L01277,U0168,rate_medicine,M010,2024-12-27 12:00:00
L01278,U0061,login,,2024-06-07 21:00:00
L01279,U0054,download_report,,2024-05-03 14:00:00
L01280,U0040,predict_disease,D012,2024-01-19 02:00:00
L01281,U0031,view_medicine,M019,2024-03-16 03:00:00
L01282,U0033,logout,,2024-03-17 23:00:00
L01283,U0198,search_disease,D005,2024-06-19 22:00:00
L01284,U0149,download_report,,2024-05-02 22:00:00
L01285,U0112,logout,,2024-07-28 03:00:00
L01286,U0182,rate_medicine,M030,2024-04-17 15:00:00
L01287,U0041,view_medicine,M012,2024-07-19 06:00:00
L01288,U0017,download_report,,2024-01-26 01:00:00
L01289,U0048,rate_medicine,M013,2024-09-11 14:00:00
L01290,U0182,login,,2024-06-14 14:00:00
L01291,U0084,predict_disease,D014,2024-12-28 13:00:00
L01292,U0193,download_report,,2024-10-17 22:00:00
L01293,U0043,predict_disease,D001,2024-05-08 13:00:00
L01294,U0086,search_disease,D008,2024-03-16 01:00:00
L01295,U0132,predict_disease,D004,2024-11-05 15:00:00
L01296,U0052,rate_medicine,M030,2024-04-02 13:00:00
L01297,U0003,view_medicine,M025,2024-11-19 11:00:00
L01298,U0158,download_report,,2024-07-09 10:00:00
L01299,U0124,view_medicine,M004,2024-09-13 06:00:00
L01300,U0038,view_profile,,2024-06-19 21:00:00
L01301,U0101,rate_medicine,M017,2024-09-27 18:00:00
L01302,U0112,view_profile,,2024-01-21 14:00:00
L01303,U0194,rate_medicine,M018,2024-08-21 01:00:00
L01304,U0005,rate_medicine,M011,2024-07-27 18:00:00
L01305,U0107,search_disease,D008,2024-08-25 19:00:00
L01306,U0081,view_profile,,2024-10-29 07:00:00
L01307,U0068,logout,,2024-06-02 20:00:00
L01308,U0059,view_medicine,M027,2024-12-08 18:00:00
L01309,U0068,rate_medicine,M013,2024-01-03 16:00:00
L01310,U0011,view_profile,,2024-04-23 14:00:00
L01311,U0102,view_profile,,2024-01-02 13:00:00
L01312,U0071,view_medicine,M003,2024-10-01 17:00:00
L01313,U0005,login,,2024-09-13 23:00:00
L01314,U0154,rate_medicine,M025,2024-12-05 01:00:00
L01315,U0149,logout,,2024-04-19 17:00:00
L01316,U0030,rate_medicine,M025,2024-04-30 12:00:00
L01317,U0046,download_report,,2024-10-06 20:00:00
L01318,U0004,view_profile,,2024-12-16 13:00:00
L01319,U0166,search_disease,D006,2024-05-05 15:00:00
L01320,U0034,view_medicine,M004,2024-05-12 05:00:00
L01321,U0066,rate_medicine,M022,2024-07-31 05:00:00
L01322,U0053,login,,2024-03-24 11:00:00
L01323,U0074,search_disease,D013,2024-06-07 17:00:00
L01324,U0040,search_disease,D002,2024-03-03 00:00:00
L01325,U0017,view_profile,,2024-05-18 05:00:00
L01326,U0116,search_disease,D013,2024-06-21 03:00:00
L01327,U0131,logout,,2024-03-03 15:00:00
L01328,U0022,rate_medicine,M026,2024-07-01 02:00:00
L01329,U0046,download_report,,2024-07-17 06:00:00
L01330,U0005,rate_medicine,M024,2024-11-13 02:00:00
L01331,U0038,search_disease,D003,2024-06-24 05:00:00
L01332,U0123,view_profile,,2024-11-19 11:00:00
L01333,U0100,view_medicine,M011,2024-08-09 03:00:00
L01334,U0055,login,,2024-03-26 06:00:00
L01335,U0199,logout,,2024-10-27 23:00:00
L01336,U0059,search_disease,D012,2024-12-02 15:00:00
L01337,U0100,logout,,2024-06-13 20:00:00
L01338,U0051,download_report,,2024-01-22 01:00:00
L01339,U0049,logout,,2024-01-02 18:00:00
L01340,U0005,download_report,,2024-12-06 11:00:00
L01341,U0107,download_report,,2024-01-04 10:00:00
L01342,U0022,logout,,2024-03-09 03:00:00
L01343,U0035,search_disease,D010,2024-08-30 15:00:00
L01344,U0031,download_report,,2024-11-15 01:00:00
L01345,U0063,download_report,,2024-06-08 17:00:00
L01346,U0076,login,,2024-01-20 03:00:00
L01347,U0171,view_medicine,M010,2024-03-11 22:00:00
L01348,U0098,rate_medicine,M027,2024-03-19 08:00:00
L01349,U0106,download_report,,2024-02-08 16:00:00
L01350,U0020,download_report,,2024-09-12 09:00:00
L01351,U0006,rate_medicine,M014,2024-01-14 09:00:00
L01352,U0048,download_report,,2024-12-30 02:00:00
L01353,U0135,predict_disease,D015,2024-11-04 19:00:00
L01354,U0030,search_disease,D006,2024-02-18 08:00:00
L01355,U0082,download_report,,2024-03-04 05:00:00
L01356,U0150,view_profile,,2024-02-10 07:00:00
L01357,U0080,view_medicine,M009,2024-10-08 17:00:00
L01358,U0183,search_disease,D013,2024-10-08 18:00:00
L01359,U0142,rate_medicine,M030,2024-12-02 09:00:00
L01360,U0104,search_disease,D015,2024-01-21 09:00:00
L01361,U0024,login,,2024-12-02 10:00:00
L01362,U0014,rate_medicine,M024,2024-03-11 02:00:00
L01363,U0002,search_disease,D010,2024-02-24 15:00:00
L01364,U0093,view_medicine,M016,2024-07-26 17:00:00
L01365,U0041,search_disease,D005,2024-10-29 17:00:00
L01366,U0021,view_profile,,2024-06-20 05:00:00
L01367,U0146,predict_disease,D011,2024-12-24 03:00:00
L01368,U0056,view_medicine,M016,2024-12-28 04:00:00
L01369,U0175,predict_disease,D012,2024-09-17 07:00:00
L01370,U0002,login,,2024-12-14 16:00:00
L01371,U0187,rate_medicine,M019,2024-04-06 15:00:00
L01372,U0016,view_profile,,2024-08-08 06:00:00
L01373,U0050,login,,2024-09-27 09:00:00
L01374,U0035,download_report,,2024-07-26 18:00:00
L01375,U0149,login,,2024-05-27 08:00:00
L01376,U0158,view_profile,,2024-03-04 22:00:00
L01377,U0066,login,,2024-11-27 19:00:00
L01378,U0001,logout,,2024-02-28 12:00:00
L01379,U0192,view_profile,,2024-05-09 22:00:00
L01380,U0048,predict_disease,D010,2024-11-24 18:00:00
L01381,U0064,search_disease,D011,2024-03-08 22:00:00
L01382,U0064,view_medicine,M008,2024-01-24 23:00:00
L01383,U0102,search_disease,D011,2024-03-09 06:00:00
L01384,U0148,rate_medicine,M004,2024-01-02 20:00:00
L01385,U0184,view_profile,,2024-02-26 22:00:00
L01386,U0028,view_medicine,M014,2024-06-23 06:00:00
L01387,U0037,logout,,2024-03-16 23:00:00
L01388,U0095,search_disease,D014,2024-06-15 13:00:00
L01389,U0169,login,,2024-09-22 21:00:00
L01390,U0170,rate_medicine,M015,2024-04-13 20:00:00
L01391,U0100,predict_disease,D004,2024-06-29 06:00:00
L01392,U0126,view_profile,,2024-09-07 08:00:00
L01393,U0013,login,,2024-05-09 00:00:00
L01394,U0119,login,,2024-03-22 01:00:00
L01395,U0118,view_medicine,M024,2024-09-25 09:00:00
L01396,U0106,view_profile,,2024-02-26 09:00:00
L01397,U0072,predict_disease,D005,2024-03-31 13:00:00
L01398,U0196,view_medicine,M016,2024-09-28 02:00:00
L01399,U0090,logout,,2024-06-04 20:00:00
L01400,U0116,view_profile,,2024-04-12 22:00:00
L01401,U0123,rate_medicine,M027,2024-07-18 08:00:00
L01402,U0057,predict_disease,D008,2024-08-12 04:00:00
L01403,U0061,view_medicine,M025,2024-11-26 15:00:00
L01404,U0057,login,,2024-10-09 16:00:00
L01405,U0069,predict_disease,D002,2024-07-08 16:00:00
L01406,U0026,rate_medicine,M023,2024-05-19 21:00:00
L01407,U0104,rate_medicine,M024,2024-01-11 02:00:00
L01408,U0073,search_disease,D004,2024-05-09 07:00:00
L01409,U0128,predict_disease,D011,2024-09-27 00:00:00
L01410,U0084,predict_disease,D001,2024-12-19 17:00:00
L01411,U0146,login,,2024-06-23 00:00:00
L01412,U0050,logout,,2024-04-05 03:00:00
L01413,U0196,rate_medicine,M024,2024-08-05 08:00:00
L01414,U0052,rate_medicine,M019,2024-11-17 12:00:00
L01415,U0025,download_report,,2024-07-13 15:00:00
L01416,U0063,view_profile,,2024-06-15 01:00:00
L01417,U0092,download_report,,2024-08-29 07:00:00
L01418,U0127,download_report,,2024-04-26 13:00:00
L01419,U0020,view_medicine,M023,2024-02-22 18:00:00
L01420,U0106,predict_disease,D004,2024-01-23 06:00:00
L01421,U0106,logout,,2024-09-30 23:00:00
L01422,U0175,search_disease,D002,2024-10-07 14:00:00
L01423,U0189,predict_disease,D004,2024-04-19 06:00:00
L01424,U0025,download_report,,2024-01-19 08:00:00
L01425,U0151,view_medicine,M030,2024-07-28 03:00:00
L01426,U0151,rate_medicine,M021,2024-08-18 06:00:00
L01427,U0061,search_disease,D006,2024-11-09 03:00:00
L01428,U0065,search_disease,D013,2024-11-02 17:00:00
L01429,U0012,view_profile,,2024-08-31 22:00:00
L01430,U0043,rate_medicine,M018,2024-12-02 22:00:00
L01431,U0126,view_medicine,M030,2024-04-20 13:00:00
L01432,U0026,download_report,,2024-02-15 16:00:00
L01433,U0148,view_profile,,2024-05-22 00:00:00
L01434,U0179,login,,2024-06-27 11:00:00
L01435,U0143,logout,,2024-12-22 05:00:00
L01436,U0025,view_medicine,M024,2024-11-17 18:00:00
L01437,U0071,view_medicine,M022,2024-04-08 05:00:00
L01438,U0189,predict_disease,D004,2024-01-24 23:00:00
L01439,U0054,predict_disease,D004,2024-04-11 04:00:00
L01440,U0016,rate_medicine,M015,2024-12-04 14:00:00
L01441,U0159,view_profile,,2024-03-09 01:00:00
L01442,U0186,search_disease,D012,2024-04-14 11:00:00
L01443,U0176,rate_medicine,M027,2024-08-09 04:00:00
L01444,U0041,search_disease,D014,2024-08-30 12:00:00
L01445,U0096,view_medicine,M006,2024-01-18 17:00:00
L01446,U0108,predict_disease,D011,2024-02-25 02:00:00
L01447,U0019,predict_disease,D004,2024-03-19 13:00:00
L01448,U0059,search_disease,D007,2024-12-24 05:00:00
L01449,U0134,rate_medicine,M023,2024-12-31 17:00:00
L01450,U0116,download_report,,2024-03-21 19:00:00
L01451,U0115,view_profile,,2024-08-05 05:00:00
L01452,U0072,logout,,2024-06-10 08:00:00
L01453,U0188,view_profile,,2024-01-11 06:00:00
L01454,U0076,login,,2024-07-11 17:00:00
L01455,U0024,logout,,2024-10-24 03:00:00
L01456,U0014,predict_disease,D015,2024-04-27 23:00:00
L01457,U0123,search_disease,D009,2024-07-21 20:00:00
L01458,U0133,predict_disease,D001,2024-04-02 17:00:00
L01459,U0033,view_profile,,2024-05-03 01:00:00
L01460,U0138,search_disease,D004,2024-10-09 02:00:00
L01461,U0135,download_report,,2024-10-02 02:00:00
L01462,U0086,rate_medicine,M009,2024-10-08 04:00:00
L01463,U0110,predict_disease,D001,2024-09-08 06:00:00
L01464,U0057,predict_disease,D013,2024-12-23 20:00:00
L01465,U0038,search_disease,D009,2024-11-15 14:00:00
L01466,U0185,search_disease,D007,2024-11-20 17:00:00
L01467,U0195,search_disease,D012,2024-06-13 14:00:00
L01468,U0071,predict_disease,D011,2024-06-21 00:00:00
L01469,U0003,view_medicine,M025,2024-01-14 21:00:00
L01470,U0186,view_medicine,M028,2024-01-16 02:00:00
L01471,U0043,download_report,,2024-11-22 18:00:00
L01472,U0177,search_disease,D002,2024-04-07 15:00:00
L01473,U0138,search_disease,D008,2024-11-27 11:00:00
L01474,U0162,view_medicine,M026,2024-11-05 00:00:00
L01475,U0081,predict_disease,D006,2024-07-13 21:00:00
L01476,U0130,search_disease,D013,2024-11-26 09:00:00
L01477,U0041,rate_medicine,M009,2024-02-13 17:00:00
L01478,U0172,predict_disease,D010,2024-10-22 17:00:00
L01479,U0074,logout,,2024-09-08 16:00:00
L01480,U0045,search_disease,D003,2024-05-27 16:00:00
L01481,U0098,view_medicine,M011,2024-08-28 01:00:00
L01482,U0120,login,,2024-01-14 01:00:00
L01483,U0170,view_medicine,M001,2024-05-13 07:00:00
L01484,U0089,login,,2024-11-21 10:00:00
L01485,U0186,search_disease,D006,2024-09-21 08:00:00
L01486,U0097,predict_disease,D007,2024-10-15 03:00:00
L01487,U0106,view_profile,,2024-03-17 08:00:00
L01488,U0083,view_profile,,2024-07-08 21:00:00
L01489,U0080,view_medicine,M012,2024-03-28 18:00:00
L01490,U0187,login,,2024-01-22 17:00:00
L01491,U0121,view_medicine,M021,2024-01-28 13:00:00
L01492,U0062,view_profile,,2024-07-29 19:00:00
L01493,U0159,logout,,2024-06-30 00:00:00
L01494,U0017,predict_disease,D003,2024-02-01 08:00:00
L01495,U0032,view_medicine,M030,2024-07-19 08:00:00
L01496,U0143,search_disease,D015,2024-09-27 23:00:00
L01497,U0161,view_medicine,M009,2024-05-12 20:00:00
L01498,U0122,predict_disease,D009,2024-09-12 07:00:00
L01499,U0097,view_profile,,2024-04-06 16:00:00
L01500,U0069,search_disease,D007,2024-05-04 04:00:00
L01501,U0179,search_disease,D003,2024-07-23 19:00:00
L01502,U0044,rate_medicine,M024,2024-09-24 18:00:00
L01503,U0077,rate_medicine,M014,2024-03-22 00:00:00
L01504,U0108,view_profile,,2024-03-07 11:00:00
L01505,U0055,login,,2024-02-23 09:00:00
L01506,U0119,rate_medicine,M003,2024-01-21 12:00:00
L01507,U0100,rate_medicine,M021,2024-03-21 11:00:00
L01508,U0194,download_report,,2024-05-28 01:00:00
L01509,U0059,predict_disease,D007,2024-12-11 11:00:00
L01510,U0140,download_report,,2024-12-15 05:00:00
L01511,U0187,rate_medicine,M007,2024-01-12 21:00:00
L01512,U0097,search_disease,D008,2024-06-06 13:00:00
